Spis25797.Novel SpisGene25797.Novel	ko04142 Lysosome
Spis1108 SpisGene1108	ko03018 RNA degradation
Spis19070 SpisGene19070	ko04621 NOD-like receptor signaling pathway
Spis23203 SpisGene23203	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko00630 Glyoxylate and dicarboxylate metabolism;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis6039 SpisGene6039	ko05200 Pathways in cancer;ko05213 Endometrial cancer;ko04670 Leukocyte transendothelial migration;ko04530 Tight junction;ko04520 Adherens junction;ko05412 Arrhythmogenic right ventricular cardiomyopathy (ARVC)
Spis10712 SpisGene10712	ko04630 Jak-STAT signaling pathway;ko05216 Thyroid cancer;ko05213 Endometrial cancer;ko04110 Cell cycle;ko05219 Bladder cancer;ko05221 Acute myeloid leukemia;ko05200 Pathways in cancer;ko04012 ErbB signaling pathway;ko05222 Small cell lung cancer;ko05220 Chronic myeloid leukemia;ko05210 Colorectal cancer;ko04350 TGF-beta signaling pathway;ko04310 Wnt signaling pathway;ko04010 MAPK signaling pathway
Spis23088 SpisGene23088	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis13137 SpisGene13137	ko00480 Glutathione metabolism;ko04640 Hematopoietic cell lineage;ko04614 Renin-angiotensin system
Spis13481.t3 SpisGene13481	ko04514 Cell adhesion molecules (CAMs);ko05020 Prion diseases
Spis19086 SpisGene19086	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis21083 SpisGene21083	ko04514 Cell adhesion molecules (CAMs)
Spis12792 SpisGene12792	ko04512 ECM-receptor interaction;ko04510 Focal adhesion;ko04350 TGF-beta signaling pathway
Spis21805 SpisGene21805	ko00983 Drug metabolism - other enzymes
Spis1020 SpisGene1020	ko04146 Peroxisome;ko05020 Prion diseases;ko05014 Amyotrophic lateral sclerosis (ALS);ko05016 Huntington's disease
Spis3439 SpisGene3439	ko03040 Spliceosome
Spis25472 SpisGene25472	ko00550 Peptidoglycan biosynthesis
Spis19922 SpisGene19922	ko04612 Antigen processing and presentation;ko03040 Spliceosome;ko04144 Endocytosis;ko04010 MAPK signaling pathway
Spis1039 SpisGene1039	ko04120 Ubiquitin mediated proteolysis
Spis1965 SpisGene1965	ko03018 RNA degradation
Spis15829 SpisGene15829	ko04610 Complement and coagulation cascades
Spis18933 SpisGene18933	ko04610 Complement and coagulation cascades
Spis9705 SpisGene9705	ko00564 Glycerophospholipid metabolism;ko00565 Ether lipid metabolism;ko00561 Glycerolipid metabolism
Spis24376 SpisGene24376	ko04514 Cell adhesion molecules (CAMs)
Spis23315 SpisGene23315	ko04610 Complement and coagulation cascades
Spis14172 SpisGene14172	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01061 Biosynthesis of phenylpropanoids;ko01070 Biosynthesis of plant hormones;ko00400 Phenylalanine, tyrosine and tryptophan biosynthesis
Spis23494 SpisGene23494	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis12639 SpisGene12639	ko04144 Endocytosis;ko05200 Pathways in cancer;ko05215 Prostate cancer;ko04114 Oocyte meiosis;ko04510 Focal adhesion;ko04730 Long-term depression;ko04914 Progesterone-mediated oocyte maturation;ko05210 Colorectal cancer;ko05218 Melanoma;ko05214 Glioma;ko04520 Adherens junction
Spis13925 SpisGene13925	ko03040 Spliceosome
Spis25257 SpisGene25257	ko00632 Benzoate degradation via CoA ligation;ko00650 Butanoate metabolism
Spis17761 SpisGene17761	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis14019 SpisGene14019	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
Spis17519 SpisGene17519	ko04950 Maturity onset diabetes of the young
Spis5165 SpisGene5165	ko03450 Non-homologous end-joining
Spis5259 SpisGene5259	ko04950 Maturity onset diabetes of the young;ko04330 Notch signaling pathway
Spis7572 SpisGene7572	ko04610 Complement and coagulation cascades
Spis21778 SpisGene21778	ko00790 Folate biosynthesis;ko01061 Biosynthesis of phenylpropanoids
Spis13408 SpisGene13408	ko04360 Axon guidance
Spis3037 SpisGene3037	ko05016 Huntington's disease
Spis7258 SpisGene7258	ko04114 Oocyte meiosis;ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle
Spis14237 SpisGene14237	ko00310 Lysine degradation;ko00300 Lysine biosynthesis
Spis5168 SpisGene5168	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis13007 SpisGene13007	ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00660 C5-Branched dibasic acid metabolism;ko00290 Valine, leucine and isoleucine biosynthesis
Spis10247.t2 SpisGene10247	ko04510 Focal adhesion;ko04010 MAPK signaling pathway
Spis1661 SpisGene1661	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis21144 SpisGene21144	ko03018 RNA degradation
Spis8284 SpisGene8284	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis8242 SpisGene8242	ko04144 Endocytosis
Spis16311 SpisGene16311	ko04210 Apoptosis
Spis12844 SpisGene12844	ko03040 Spliceosome
Spis10117 SpisGene10117	ko03040 Spliceosome
Spis105 SpisGene105	ko04742 Taste transduction
Spis10692 SpisGene10692	ko05012 Parkinson's disease
Spis4967 SpisGene4967	ko00100 Steroid biosynthesis;ko04142 Lysosome
Spis1529 SpisGene1529	ko04810 Regulation of actin cytoskeleton
Spis6712 SpisGene6712	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis11586 SpisGene11586	ko00740 Riboflavin metabolism;ko00361 gamma-Hexachlorocyclohexane degradation
Spis22522 SpisGene22522	ko03040 Spliceosome
Spis25723 SpisGene25723	ko00020 Citrate cycle (TCA cycle);ko00632 Benzoate degradation via CoA ligation;ko00190 Oxidative phosphorylation;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko00650 Butanoate metabolism
Spis12504 SpisGene12504	ko04115 p53 signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway
Spis23308 SpisGene23308	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis21320 SpisGene21320	ko04621 NOD-like receptor signaling pathway;ko04722 Neurotrophin signaling pathway;ko04622 RIG-I-like receptor signaling pathway;ko04144 Endocytosis;ko05200 Pathways in cancer;ko04620 Toll-like receptor signaling pathway;ko05222 Small cell lung cancer;ko04120 Ubiquitin mediated proteolysis;ko04010 MAPK signaling pathway
Spis18579 SpisGene18579	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis19868 SpisGene19868	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis2937 SpisGene2937	ko04514 Cell adhesion molecules (CAMs)
Spis14245 SpisGene14245	ko00670 One carbon pool by folate
Spis22104 SpisGene22104	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis12624 SpisGene12624	ko03018 RNA degradation
Spis21100 SpisGene21100	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko00260 Glycine, serine and threonine metabolism;ko01070 Biosynthesis of plant hormones;ko00280 Valine, leucine and isoleucine degradation;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko00010 Glycolysis / Gluconeogenesis;ko01061 Biosynthesis of phenylpropanoids;ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko00620 Pyruvate metabolism;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis19901 SpisGene19901	ko00670 One carbon pool by folate;ko00630 Glyoxylate and dicarboxylate metabolism
Spis6438 SpisGene6438	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04062 Chemokine signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04540 Gap junction;ko00562 Inositol phosphate metabolism;ko04270 Vascular smooth muscle contraction;ko05010 Alzheimer's disease;ko04730 Long-term depression;ko05016 Huntington's disease;ko04720 Long-term potentiation;ko04310 Wnt signaling pathway
Spis13365 SpisGene13365	ko02010 ABC transporters
Spis8060 SpisGene8060	ko04142 Lysosome
Spis17302 SpisGene17302	ko04620 Toll-like receptor signaling pathway
Spis8913 SpisGene8913	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis25418 SpisGene25418	ko03430 Mismatch repair
Spis21503 SpisGene21503	ko04012 ErbB signaling pathway;ko04150 mTOR signaling pathway;ko04910 Insulin signaling pathway;ko05221 Acute myeloid leukemia
Spis24077 SpisGene24077	ko04514 Cell adhesion molecules (CAMs);ko04640 Hematopoietic cell lineage;ko04662 B cell receptor signaling pathway
Spis7276 SpisGene7276	ko00280 Valine, leucine and isoleucine degradation;ko00072 Synthesis and degradation of ketone bodies;ko00650 Butanoate metabolism
Spis16789 SpisGene16789	ko02010 ABC transporters
Spis6534 SpisGene6534	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism;ko00260 Glycine, serine and threonine metabolism
Spis12950 SpisGene12950	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
Spis5696 SpisGene5696	ko00620 Pyruvate metabolism
Spis1080 SpisGene1080	ko03018 RNA degradation
Spis14816 SpisGene14816	ko00510 N-Glycan biosynthesis
Spis11159 SpisGene11159	ko05130 Pathogenic Escherichia coli infection
Spis23644 SpisGene23644	ko04120 Ubiquitin mediated proteolysis
Spis9517 SpisGene9517	ko04320 Dorso-ventral axis formation;ko04330 Notch signaling pathway
Spis21354 SpisGene21354	ko03440 Homologous recombination
Spis4081 SpisGene4081	ko03040 Spliceosome
Spis2959 SpisGene2959	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis19697 SpisGene19697	ko04510 Focal adhesion;ko04012 ErbB signaling pathway;ko04722 Neurotrophin signaling pathway;ko04650 Natural killer cell mediated cytotoxicity;ko04062 Chemokine signaling pathway;ko05220 Chronic myeloid leukemia;ko05214 Glioma;ko04910 Insulin signaling pathway
Spis14328 SpisGene14328	ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04620 Toll-like receptor signaling pathway;ko04622 RIG-I-like receptor signaling pathway
Spis6575 SpisGene6575	ko00522 Biosynthesis of 12-, 14- and 16-membered macrolides
Spis6621 SpisGene6621	ko05010 Alzheimer's disease;ko00190 Oxidative phosphorylation;ko05016 Huntington's disease;ko05012 Parkinson's disease
Spis11067 SpisGene11067	ko04620 Toll-like receptor signaling pathway
Spis16772 SpisGene16772	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis23601 SpisGene23601	ko05010 Alzheimer's disease;ko04210 Apoptosis
Spis5028 SpisGene5028	ko00830 Retinol metabolism
Spis23784 SpisGene23784	ko00380 Tryptophan metabolism;ko00630 Glyoxylate and dicarboxylate metabolism
Spis4754 SpisGene4754	ko05110 Vibrio cholerae infection
Spis19775.t1 SpisGene19775	ko04612 Antigen processing and presentation;ko04142 Lysosome
Spis22115 SpisGene22115	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis7876 SpisGene7876	ko03040 Spliceosome
Spis14538 SpisGene14538	ko00650 Butanoate metabolism
Spis14492 SpisGene14492	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis907 SpisGene907	ko04722 Neurotrophin signaling pathway;ko04810 Regulation of actin cytoskeleton;ko04062 Chemokine signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko05200 Pathways in cancer;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko05211 Renal cell carcinoma;ko05220 Chronic myeloid leukemia;ko04910 Insulin signaling pathway;ko04010 MAPK signaling pathway
Spis25067 SpisGene25067	ko02010 ABC transporters
Spis20231 SpisGene20231	ko03010 Ribosome
Spis19242 SpisGene19242	ko04142 Lysosome
Spis3898.t1 SpisGene3898	ko04080 Neuroactive ligand-receptor interaction
Spis11908 SpisGene11908	ko00970 Aminoacyl-tRNA biosynthesis
Spis6929 SpisGene6929	ko03450 Non-homologous end-joining
Spis23015 SpisGene23015	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis2674 SpisGene2674	ko04621 NOD-like receptor signaling pathway
Spis14883 SpisGene14883	ko01061 Biosynthesis of phenylpropanoids;ko00940 Phenylpropanoid biosynthesis;ko00680 Methane metabolism;ko00360 Phenylalanine metabolism
Spis20128 SpisGene20128	ko04621 NOD-like receptor signaling pathway
Spis8904 SpisGene8904	ko01063 Biosynthesis of alkaloids derived from shikimate pathway;ko01070 Biosynthesis of plant hormones;ko00020 Citrate cycle (TCA cycle);ko01065 Biosynthesis of alkaloids derived from histidine and purine;ko01061 Biosynthesis of phenylpropanoids;ko00720 Reductive carboxylate cycle (CO2 fixation);ko01064 Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis17163 SpisGene17163	ko04146 Peroxisome;ko00250 Alanine, aspartate and glutamate metabolism
Spis19479 SpisGene19479	ko00590 Arachidonic acid metabolism
Spis4767.t1 SpisGene4767	ko04144 Endocytosis
Spis8858 SpisGene8858	ko04070 Phosphatidylinositol signaling system;ko04115 p53 signaling pathway;ko05213 Endometrial cancer;ko00562 Inositol phosphate metabolism;ko05215 Prostate cancer;ko04510 Focal adhesion;ko05200 Pathways in cancer;ko05222 Small cell lung cancer;ko04530 Tight junction;ko05218 Melanoma;ko05214 Glioma
Spis5639 SpisGene5639	ko00230 Purine metabolism
Spis1195 SpisGene1195	ko00052 Galactose metabolism
Spis10531 SpisGene10531	ko04914 Progesterone-mediated oocyte maturation;ko04110 Cell cycle;ko04111 Cell cycle - yeast;ko04120 Ubiquitin mediated proteolysis
Spis549 SpisGene549	ko04360 Axon guidance
Spis6465 SpisGene6465	ko04070 Phosphatidylinositol signaling system;ko04912 GnRH signaling pathway;ko04722 Neurotrophin signaling pathway;ko04916 Melanogenesis;ko04020 Calcium signaling pathway;ko04626 Plant-pathogen interaction;ko04270 Vascular smooth muscle contraction;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04720 Long-term potentiation;ko04740 Olfactory transduction;ko05214 Glioma;ko04910 Insulin signaling pathway
Spis18282 SpisGene18282	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis18730 SpisGene18730	ko04650 Natural killer cell mediated cytotoxicity;ko04020 Calcium signaling pathway;ko04370 VEGF signaling pathway;ko05014 Amyotrophic lateral sclerosis (ALS);ko04662 B cell receptor signaling pathway;ko04114 Oocyte meiosis;ko05010 Alzheimer's disease;ko04360 Axon guidance;ko04720 Long-term potentiation;ko04660 T cell receptor signaling pathway;ko04310 Wnt signaling pathway;ko04210 Apoptosis;ko04010 MAPK signaling pathway
Spis5155 SpisGene5155	ko03018 RNA degradation
Spis25426 SpisGene25426	ko00340 Histidine metabolism
Spis7546 SpisGene7546	ko00531 Glycosaminoglycan degradation;ko04142 Lysosome
Spis14096 SpisGene14096	ko00260 Glycine, serine and threonine metabolism;ko00860 Porphyrin and chlorophyll metabolism
Spis9197.t2 SpisGene9197	ko04630 Jak-STAT signaling pathway;ko04920 Adipocytokine signaling pathway;ko04722 Neurotrophin signaling pathway;ko04650 Natural killer cell mediated cytotoxicity;ko04670 Leukocyte transendothelial migration;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko04013 MAPK signaling pathway - fly;ko05211 Renal cell carcinoma;ko05220 Chronic myeloid leukemia
Spis4088 SpisGene4088	ko05014 Amyotrophic lateral sclerosis (ALS)
Spis2162 SpisGene2162	ko04070 Phosphatidylinositol signaling system;ko00562 Inositol phosphate metabolism
Spis6270 SpisGene6270	ko00140 Steroid hormone biosynthesis
Spis19153 SpisGene19153	ko04512 ECM-receptor interaction;ko04510 Focal adhesion
Spis6460 SpisGene6460	ko02010 ABC transporters
Spis15204 SpisGene15204	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis18165 SpisGene18165	ko04142 Lysosome;ko00603 Glycosphingolipid biosynthesis - globo series
Spis10292 SpisGene10292	ko04080 Neuroactive ligand-receptor interaction
Spis12477 SpisGene12477	ko02010 ABC transporters
Spis23137 SpisGene23137	ko04115 p53 signaling pathway;ko04120 Ubiquitin mediated proteolysis
Spis17867 SpisGene17867	ko00592 alpha-Linolenic acid metabolism;ko04912 GnRH signaling pathway;ko00565 Ether lipid metabolism;ko04370 VEGF signaling pathway;ko00564 Glycerophospholipid metabolism;ko00590 Arachidonic acid metabolism;ko04270 Vascular smooth muscle contraction;ko04730 Long-term depression;ko00591 Linoleic acid metabolism;ko04664 Fc epsilon RI signaling pathway;ko04010 MAPK signaling pathway
Spis997 SpisGene997	ko04360 Axon guidance;ko04810 Regulation of actin cytoskeleton;ko04666 Fc gamma R-mediated phagocytosis
Spis21648 SpisGene21648	ko01070 Biosynthesis of plant hormones;ko00900 Terpenoid backbone biosynthesis;ko01062 Biosynthesis of terpenoids and steroids;ko01066 Biosynthesis of alkaloids derived from terpenoid and polyketide
Spis23554 SpisGene23554	ko04120 Ubiquitin mediated proteolysis
Spis778.t1 SpisGene778	ko04350 TGF-beta signaling pathway
Spis13326 SpisGene13326	ko00230 Purine metabolism;ko00240 Pyrimidine metabolism;ko05016 Huntington's disease;ko03020 RNA polymerase
Spis19483.t1 SpisGene19483	ko04810 Regulation of actin cytoskeleton;ko04650 Natural killer cell mediated cytotoxicity;ko04062 Chemokine signaling pathway;ko04666 Fc gamma R-mediated phagocytosis;ko05120 Epithelial cell signaling in Helicobacter pylori infection;ko04012 ErbB signaling pathway;ko04510 Focal adhesion;ko04360 Axon guidance;ko05211 Renal cell carcinoma;ko04011 MAPK signaling pathway - yeast;ko04660 T cell receptor signaling pathway;ko04010 MAPK signaling pathway
Spis19800 SpisGene19800	ko00480 Glutathione metabolism
Spis14853 SpisGene14853	ko05200 Pathways in cancer;ko04510 Focal adhesion;ko04150 mTOR signaling pathway;ko04060 Cytokine-cytokine receptor interaction;ko05219 Bladder cancer;ko05211 Renal cell carcinoma;ko05212 Pancreatic cancer
